,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
351,"2,4-difluoroAniline",C1=CC(=C(C=C1F)F)[NH3+],,"(2,4-difluorophenyl)azanium",MeCN,CC#N,8.39,pKa_values_of_nitrogen_heterocycles.pdf
199,"3,4-Dinitrophenol",C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-],577-71-9,"3,4-dinitrophenol",MeCN,CC#N,17.9,MeCN_Acids_COSMO-RS_2008_Table.pdf
202,3-Trifluoromethyl-4-nitrophenol,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],88-30-2,4-nitro-3-(trifluoromethyl)phenol,MeCN,CC#N,19.3,MeCN_Acids_COSMO-RS_2008_Table.pdf
200,3-Chloro-4-nitrophenol,C1=CC(=C(C=C1O)Cl)[N+](=O)[O-],491-11-2,3-chloro-4-nitrophenol,MeCN,CC#N,19.9,MeCN_Acids_COSMO-RS_2008_Table.pdf
190,"3,4-Dichlorophenol",C1=CC(=C(C=C1O)Cl)Cl,95-77-2,"3,4-dichlorophenol",MeCN,CC#N,24,MeCN_Acids_COSMO-RS_2008_Table.pdf
135,"3,4-Dichlorobenzenesulfonamide",C1=CC(=C(C=C1S(=O)(=O)N)Cl)Cl,23815-28-3,"3,4-dichlorobenzenesulfonamide",MeCN,CC#N,23.29,MeCN_Acids_COSMO-RS_2008_Table.pdf
346,3-chloroPyridine,C1=CC(=C[NH+]=C1)Cl,,3-chloropyridin-1-ium,MeCN,CC#N,9.55,pKa_values_of_nitrogen_heterocycles.pdf
128,"1,3,9-Trinitro-10H-phenoxazine",C1=CC(=C2C(=C1)OC3=CC(=CC(=C3N2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],24050-30-4,"1,3,9-trinitro-10H-phenoxazine",MeCN,CC#N,21.9,MeCN_Acids_COSMO-RS_2008_Table.pdf
175,3-Nitrobenzoicacid,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,121-92-6,3-nitrobenzoic acid,MeCN,CC#N,19.2,MeCN_Acids_COSMO-RS_2008_Table.pdf
174,3-Bromobenzoicacid,C1=CC(=CC(=C1)Br)C(=O)O,585-76-2,3-bromobenzoic acid,MeCN,CC#N,19.5,MeCN_Acids_COSMO-RS_2008_Table.pdf
159,"1,3-Benzenedicarboxylicacid",C1=CC(=CC(=C1)C(=O)O)C(=O)O,121-91-5,"benzene-1,3-dicarboxylic acid",MeCN,CC#N,19.3,MeCN_Acids_COSMO-RS_2008_Table.pdf
27,99726-60-0,C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,MeCN,CC#N,14.72,MeCN_Acids_COSMO-RS_2008_Table.pdf
479,3-CF3-C6H4CH(CN)2,C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,MeCN,CC#N,14.72,a_unified_view_to_bronsted_acidity_scales.pdf
869,99726-60-0,C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,MeCN,CC#N,14.7,Ejoc202001649-sup-00001-misc_information.pdf
1109,99726-60-0,C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,DCE,C(CCl)Cl,49,Ejoc202001649-sup-00001-misc_information.pdf
1480,3-CF3-C6H4CH(CN)2,C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,MeCN,CC#N,14.72,leito_acids
1582,3-CF3-C6H4CH(CN)2,C1=CC(=CC(=C1)C(F)(F)F)C(C#N)C#N,99726-60-0,2-[3-(trifluoromethyl)phenyl]propanedinitrile,DCE,C(CCl)Cl,49,leito_acids
192,3-Chlorophenol,C1=CC(=CC(=C1)Cl)O,108-43-0,3-chlorophenol,MeCN,CC#N,25,MeCN_Acids_COSMO-RS_2008_Table.pdf
138,3-Chlorobenzenesulfonamide,C1=CC(=CC(=C1)Cl)S(=O)(=O)N,17260-71-8,3-chlorobenzenesulfonamide,MeCN,CC#N,23.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
201,3-Nitrophenol,C1=CC(=CC(=C1)O)[N+](=O)[O-],554-84-7,3-nitrophenol,MeCN,CC#N,23.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
205,3-Trifluoromethylphenol,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,MeCN,CC#N,24.9,MeCN_Acids_COSMO-RS_2008_Table.pdf
211,3-Trifluoromethylphenol,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,MeCN,CC#N,26.5,MeCN_Acids_COSMO-RS_2008_Table.pdf
541,3-trifluoromethylPhenol,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,MeCN,CC#N,26.5,pKa_values_of_acids_in_acetonitrile.pdf
771,98-17-9,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,MeCN,CC#N,26.5,Ejoc202001649-sup-00001-misc_information.pdf
981,98-17-9,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,H2O,O,9.08,Ejoc202001649-sup-00001-misc_information.pdf
1033,98-17-9,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,DMSO,CS(=O)C,15.1,Ejoc202001649-sup-00001-misc_information.pdf
1141,98-17-9,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,DMF,CN(C)C=O,15.7,Ejoc202001649-sup-00001-misc_information.pdf
1426,3-CF3-phenol,C1=CC(=CC(=C1)O)C(F)(F)F,98-17-9,3-(trifluoromethyl)phenol,MeCN,CC#N,26.5,leito_acids
141,3-Nitrobenzenesulfonamide,C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],121-52-8,3-nitrobenzenesulfonamide,MeCN,CC#N,22.95,MeCN_Acids_COSMO-RS_2008_Table.pdf
791,121-52-8,C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],121-52-8,3-nitrobenzenesulfonamide,MeCN,CC#N,24.63,Ejoc202001649-sup-00001-misc_information.pdf
988,121-52-8,C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],121-52-8,3-nitrobenzenesulfonamide,H2O,O,9.34,Ejoc202001649-sup-00001-misc_information.pdf
1043,121-52-8,C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],121-52-8,3-nitrobenzenesulfonamide,DMSO,CS(=O)C,14.9,Ejoc202001649-sup-00001-misc_information.pdf
143,3-Trifluoromethylbenzenesulfonamide,C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,672-58-2,3-(trifluoromethyl)benzenesulfonamide,MeCN,CC#N,23.53,MeCN_Acids_COSMO-RS_2008_Table.pdf
785,672-58-2,C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,672-58-2,3-(trifluoromethyl)benzenesulfonamide,MeCN,CC#N,25.2,Ejoc202001649-sup-00001-misc_information.pdf
986,672-58-2,C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,672-58-2,3-(trifluoromethyl)benzenesulfonamide,H2O,O,9.69,Ejoc202001649-sup-00001-misc_information.pdf
1039,672-58-2,C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,672-58-2,3-(trifluoromethyl)benzenesulfonamide,DMSO,CS(=O)C,15.2,Ejoc202001649-sup-00001-misc_information.pdf
1144,672-58-2,C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,672-58-2,3-(trifluoromethyl)benzenesulfonamide,DMF,CN(C)C=O,16.01,Ejoc202001649-sup-00001-misc_information.pdf
139,3-Cyanobenzenesulfonamide,C1=CC(=CC(=C1)S(=O)(=O)N)C#N,3118-68-1,3-cyanobenzenesulfonamide,MeCN,CC#N,23.23,MeCN_Acids_COSMO-RS_2008_Table.pdf
88,95468-16-9,C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)[N+](=O)[O-],95468-16-9,N-(4-chlorophenyl)sulfonyl-3-nitrobenzenesulfonamide,MeCN,CC#N,9.17,MeCN_Acids_COSMO-RS_2008_Table.pdf
918,95468-16-9,C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)[N+](=O)[O-],95468-16-9,N-(4-chlorophenyl)sulfonyl-3-nitrobenzenesulfonamide,MeCN,CC#N,9.17,Ejoc202001649-sup-00001-misc_information.pdf
1119,95468-16-9,C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)[N+](=O)[O-],95468-16-9,N-(4-chlorophenyl)sulfonyl-3-nitrobenzenesulfonamide,DCE,C(CCl)Cl,42.4,Ejoc202001649-sup-00001-misc_information.pdf
695,(3-NO2-C6H4-SO2)2NH,C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],116082-80-5,3-nitro-N-(3-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.16,pKa_values_of_acids_in_acetonitrile.pdf
924,116082-80-5,C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],116082-80-5,3-nitro-N-(3-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.16,Ejoc202001649-sup-00001-misc_information.pdf
1518,(3-NO2-C6H4SO2)2NH,C1=CC(=CC(=C1)S(=O)(=O)NS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],116082-80-5,3-nitro-N-(3-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.15,leito_acids
59,3-nitro-benzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-],98-47-5,3-nitrobenzenesulfonic acid,MeCN,CC#N,6.65,MeCN_Acids_COSMO-RS_2008_Table.pdf
436,3-nitro-benzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-],98-47-5,3-nitrobenzenesulfonic acid,MeCN,CC#N,6.71,DCE_2011_pKa_Table_MeCN.pdf
943,98-47-5,C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-],98-47-5,3-nitrobenzenesulfonic acid,MeCN,CC#N,6.4,Ejoc202001649-sup-00001-misc_information.pdf
1532,3-NO2-C6H4SO3H,C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-],98-47-5,3-nitrobenzenesulfonic acid,MeCN,CC#N,6.7,leito_acids
195,4-Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,100-02-7,4-nitrophenol,MeCN,CC#N,20.7,MeCN_Acids_COSMO-RS_2008_Table.pdf
148,p-Nitrobenzenesulfonamide,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N,6325-93-5,4-nitrobenzenesulfonamide,MeCN,CC#N,22.91,MeCN_Acids_COSMO-RS_2008_Table.pdf
793,6325-93-5,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N,6325-93-5,4-nitrobenzenesulfonamide,MeCN,CC#N,24.57,Ejoc202001649-sup-00001-misc_information.pdf
1145,6325-93-5,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N,6325-93-5,4-nitrobenzenesulfonamide,DMF,CN(C)C=O,15.49,Ejoc202001649-sup-00001-misc_information.pdf
457,4-NO2-C6H4SO2NHTf,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,4.08,DCE_2011_pKa_Table_MeCN.pdf
503,4-NO2-C6H4SO2NHTf,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,4.08,a_unified_view_to_bronsted_acidity_scales.pdf
740,4-NO2-C6H4SO2NHTf,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,4.04,pKa_values_of_acids_in_acetonitrile.pdf
1558,4-NO2-C6H4SO2NHTf,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,4.08,leito_acids
1603,4-NO2-C6H4SO2NHTf,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C(F)(F)F,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,DCE,C(CCl)Cl,37.1,leito_acids
80,(4-NO2-C6H4-SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.19,MeCN_Acids_COSMO-RS_2008_Table.pdf
425,(4-NO2-C6H4SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.19,DCE_2011_pKa_Table_MeCN.pdf
492,(4-NO2-C6H4-SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.19,a_unified_view_to_bronsted_acidity_scales.pdf
696,(4-NO2-C6H4-SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.15,pKa_values_of_acids_in_acetonitrile.pdf
925,(4-NO2-C6H4-SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.15,Ejoc202001649-sup-00001-misc_information.pdf
1121,(4-NO2-C6H4-SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,DCE,C(CCl)Cl,41.1,Ejoc202001649-sup-00001-misc_information.pdf
1516,(4-NO2-C6H4SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,MeCN,CC#N,8.19,leito_acids
1592,(4-NO2-C6H4SO2)2NH,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],7/6/09,4-nitro-N-(4-nitrophenyl)sulfonylbenzenesulfonamide,DCE,C(CCl)Cl,41.1,leito_acids
421,4-NO2-C6H4SO2NHSO2C6H4-4-Cl,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,MeCN,CC#N,9.17,DCE_2011_pKa_Table_MeCN.pdf
490,4-NO2-C6H4SO2NHSO2C6H4-4-Cl,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,MeCN,CC#N,9.17,a_unified_view_to_bronsted_acidity_scales.pdf
689,4-NO2-C6H4SO2NHSO2C6H4-4-Cl,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,MeCN,CC#N,9.17,pKa_values_of_acids_in_acetonitrile.pdf
1512,4-NO2-C6H4SO2NHSO2C6H4-4-Cl,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,MeCN,CC#N,9.17,leito_acids
1590,4-NO2-C6H4SO2NHSO2C6H4-4-Cl,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,95468-16-9,N-(4-chlorophenyl)sulfonyl-4-nitrobenzenesulfonamide,DCE,C(CCl)Cl,42.4,leito_acids
57,4-nitro-benzenesulfonic acid,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,138-42-1,4-nitrobenzenesulfonic acid,MeCN,CC#N,6.6,MeCN_Acids_COSMO-RS_2008_Table.pdf
438,4-nitro-benzenesulfonic acid,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,138-42-1,4-nitrobenzenesulfonic acid,MeCN,CC#N,6.4,DCE_2011_pKa_Table_MeCN.pdf
717,4-NO2-C6H4SO3H,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,138-42-1,4-nitrobenzenesulfonic acid,MeCN,CC#N,6.3,pKa_values_of_acids_in_acetonitrile.pdf
946,138-42-1,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,138-42-1,4-nitrobenzenesulfonic acid,MeCN,CC#N,6.3,Ejoc202001649-sup-00001-misc_information.pdf
1537,4-NO2-C6H4SO3H,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,138-42-1,4-nitrobenzenesulfonic acid,MeCN,CC#N,6.4,leito_acids
365,4-nitroAniline,C1=CC(=CC=C1[NH3+])[N+](=O)[O-],,(4-nitrophenyl)azanium,MeCN,CC#N,6.22,pKa_values_of_nitrogen_heterocycles.pdf
347,4-bromoAniline,C1=CC(=CC=C1[NH3+])Br,,(4-bromophenyl)azanium,MeCN,CC#N,9.43,pKa_values_of_nitrogen_heterocycles.pdf
454,4-NO2-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],500721-97-1,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,4.67,DCE_2011_pKa_Table_MeCN.pdf
737,4-NO2-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],500721-97-1,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,4.63,pKa_values_of_acids_in_acetonitrile.pdf
1555,4-NO2-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],500721-97-1,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,4.67,leito_acids
1600,4-NO2-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],500721-97-1,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",DCE,C(CCl)Cl,31.7,leito_acids
448,4-Cl-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)Cl,500721-95-9,"4-chloro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,5.24,DCE_2011_pKa_Table_MeCN.pdf
731,4-Cl-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)Cl,500721-95-9,"4-chloro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,5.2,pKa_values_of_acids_in_acetonitrile.pdf
1550,4-Cl-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)Cl,500721-95-9,"4-chloro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,5.24,leito_acids
1598,4-Cl-C6H4C(=NTf)NHTf,C1=CC(=CC=C1C(=NS(=O)(=O)C(F)(F)F)NS(=O)(=O)C(F)(F)F)Cl,500721-95-9,"4-chloro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",DCE,C(CCl)Cl,32.7,leito_acids
63,39062-98-1,C1=CC(=CC=C1C(=O)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],39062-98-1,4-nitro-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,9.49,MeCN_Acids_COSMO-RS_2008_Table.pdf
917,39062-98-1,C1=CC(=CC=C1C(=O)NS(=O)(=O)C(F)(F)F)[N+](=O)[O-],39062-98-1,4-nitro-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,9.49,Ejoc202001649-sup-00001-misc_information.pdf
1504,4-Cl-C6H4C(=O)NHTf,C1=CC(=CC=C1C(=O)NS(=O)(=O)C(F)(F)F)Cl,39062-99-2,4-chloro-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,10.36,leito_acids
410,4-F-C6H4C(=O)NHTf,C1=CC(=CC=C1C(=O)NS(=O)(=O)C(F)(F)F)F,39063-00-8,4-fluoro-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,10.65,DCE_2011_pKa_Table_MeCN.pdf
1501,4-F-C6H4C(=O)NHTf,C1=CC(=CC=C1C(=O)NS(=O)(=O)C(F)(F)F)F,39063-00-8,4-fluoro-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,10.65,leito_acids
178,4-Nitrobenzoicacid,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],62-23-7,4-nitrobenzoic acid,MeCN,CC#N,18.7,MeCN_Acids_COSMO-RS_2008_Table.pdf
149,4-Bromobenzoicacid,C1=CC(=CC=C1C(=O)O)Br,586-76-5,4-bromobenzoic acid,MeCN,CC#N,20.3,MeCN_Acids_COSMO-RS_2008_Table.pdf
160,"1,4-Benzenedicarboxylicacid",C1=CC(=CC=C1C(=O)O)C(=O)O,100-21-0,terephthalic acid,MeCN,CC#N,19.7,MeCN_Acids_COSMO-RS_2008_Table.pdf
150,4-Hydroxybenzoicacid,C1=CC(=CC=C1C(=O)O)O,99-96-7,4-hydroxybenzoic acid,MeCN,CC#N,20.8,MeCN_Acids_COSMO-RS_2008_Table.pdf
28,7077-65-8,C1=CC(=CC=C1C(C#N)C#N)[N+](=O)[O-],7077-65-8,2-(4-nitrophenyl)propanedinitrile,MeCN,CC#N,11.61,MeCN_Acids_COSMO-RS_2008_Table.pdf
661,4-NO2-C6H4CH(CN)2,C1=CC(=CC=C1C(C#N)C#N)[N+](=O)[O-],7077-65-8,2-(4-nitrophenyl)propanedinitrile,MeCN,CC#N,11.61,pKa_values_of_acids_in_acetonitrile.pdf
890,7077-65-8,C1=CC(=CC=C1C(C#N)C#N)[N+](=O)[O-],7077-65-8,2-(4-nitrophenyl)propanedinitrile,MeCN,CC#N,11.61,Ejoc202001649-sup-00001-misc_information.pdf
1013,7077-65-8,C1=CC(=CC=C1C(C#N)C#N)[N+](=O)[O-],7077-65-8,2-(4-nitrophenyl)propanedinitrile,H2O,O,2.3,Ejoc202001649-sup-00001-misc_information.pdf
1494,4-NO2-C6H4CH(CN)2,C1=CC(=CC=C1C(C#N)C#N)[N+](=O)[O-],7077-65-8,2-(4-nitrophenyl)propanedinitrile,MeCN,CC#N,11.61,leito_acids
109,Bis(4-nitrophenyl)acetonitrile,C1=CC(=CC=C1C(C#N)C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],-,"2,2-bis(4-nitrophenyl)acetonitrile",MeCN,CC#N,19,MeCN_Acids_COSMO-RS_2008_Table.pdf
352,4-trifluoromethylAniline,C1=CC(=CC=C1C(F)(F)F)[NH3+],,(4-(trifluoromethyl)phenyl)azanium,MeCN,CC#N,8.03,pKa_values_of_nitrogen_heterocycles.pdf
212,4-Trifluoromethylphenol,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,MeCN,CC#N,25.54,MeCN_Acids_COSMO-RS_2008_Table.pdf
552,4-trifluoromethylPhenol,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,MeCN,CC#N,25.5,pKa_values_of_acids_in_acetonitrile.pdf
782,402-45-9,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,MeCN,CC#N,25.5,Ejoc202001649-sup-00001-misc_information.pdf
984,402-45-9,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,H2O,O,8.68,Ejoc202001649-sup-00001-misc_information.pdf
1038,402-45-9,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,DMSO,CS(=O)C,14.6,Ejoc202001649-sup-00001-misc_information.pdf
1429,4-CF3-phenol,C1=CC(=CC=C1C(F)(F)F)O,402-45-9,4-(trifluoromethyl)phenol,MeCN,CC#N,25.54,leito_acids
784,830-43-3,C1=CC(=CC=C1C(F)(F)F)S(=O)(=O)N,830-43-3,4-(trifluoromethyl)benzenesulfonamide,MeCN,CC#N,25.24,Ejoc202001649-sup-00001-misc_information.pdf
985,830-43-3,C1=CC(=CC=C1C(F)(F)F)S(=O)(=O)N,830-43-3,4-(trifluoromethyl)benzenesulfonamide,H2O,O,9.64,Ejoc202001649-sup-00001-misc_information.pdf
111,4-Nitrophenylnitromethane,C1=CC(=CC=C1C[N+](=O)[O-])[N+](=O)[O-],1610-26-0,1-nitro-4-(nitromethyl)benzene,MeCN,CC#N,20.7,MeCN_Acids_COSMO-RS_2008_Table.pdf
204,4-Cyanophenol,C1=CC(=CC=C1C#N)O,767-00-0,4-hydroxybenzonitrile,MeCN,CC#N,22.7,MeCN_Acids_COSMO-RS_2008_Table.pdf
105,4-Nitrophenylacetonitrile,C1=CC(=CC=C1CC#N)[N+](=O)[O-],555-21-5,2-(4-nitrophenyl)acetonitrile,MeCN,CC#N,25.4,MeCN_Acids_COSMO-RS_2008_Table.pdf
796,194222-97-4,C1=CC(=CC=C1CS(=O)(=O)C(F)(F)F)C(F)(F)F,194222-97-4,1-(trifluoromethyl)-4-(trifluoromethylsulfonylmethyl)benzene,MeCN,CC#N,24.44,Ejoc202001649-sup-00001-misc_information.pdf
1046,194222-97-4,C1=CC(=CC=C1CS(=O)(=O)C(F)(F)F)C(F)(F)F,194222-97-4,1-(trifluoromethyl)-4-(trifluoromethylsulfonylmethyl)benzene,DMSO,CS(=O)C,11.95,Ejoc202001649-sup-00001-misc_information.pdf
